order_id,customer_id,channel,order_date,shipping_address_city,shipping_address_pincode,latitude,longitude,item_sku,item_category,item_quantity,item_weight_kg,item_price,origin_warehouse,carrier,delivery_status,actual_delivery_days,shipping_cost,box_size,pickers_required,pick_time_minutes,demand_date,demand_quantity
ORD-000032,CUST-4937,Shopify,2025-05-17 14:50:00,Delhi,110012,28.5894,77.2204,SKU-41890,Sports,5,5.6,27717.85,WH_BANGALORE,xpressbees,In Transit,,188.87,LARGE,2,24,2025-05-26 14:50:00,128
ORD-000033,CUST-2976,Flipkart,2024-11-19 03:47:00,Jaipur,302098,26.929,75.7492,SKU-73464,Sports,5,14.65,26278.9,WH_BANGALORE,delhivery,Delivered,5.0,129.19,EXTRA_LARGE,2,5,2024-12-16 03:47:00,74
ORD-000034,CUST-5494,Amazon,2024-02-25 17:18:00,Bangalore,560082,13.0068,77.5891,SKU-11607,Health,3,7.09,22078.83,WH_MUMBAI,delhivery,Delivered,8.0,74.76,LARGE,2,36,2024-02-22 17:18:00,305
ORD-000035,CUST-1878,Flipkart,2024-06-01 18:19:00,Mumbai,400032,19.0418,72.9064,SKU-89471,Health,5,3.46,26175.89,WH_CHENNAI,xpressbees,Delivered,10.0,495.22,MEDIUM,3,44,2024-05-28 18:19:00,322
ORD-000036,CUST-2625,Flipkart,2024-08-04 08:42:00,Mumbai,400021,19.054,72.8852,SKU-30517,Electronics,4,6.81,29730.77,WH_BANGALORE,delhivery,Delivered,5.0,359.34,LARGE,1,48,2024-08-11 08:42:00,483
ORD-000037,CUST-5334,Website,2024-07-21 13:07:00,Jaipur,302029,26.9248,75.8208,SKU-28643,Clothing,1,2.57,15449.14,WH_BANGALORE,xpressbees,Delivered,8.0,350.57,MEDIUM,2,37,2024-08-17 13:07:00,262
ORD-000038,CUST-8172,Amazon,2024-02-10 13:47:00,Kolkata,700078,22.545,88.3191,SKU-98381,Health,5,14.27,49978.66,WH_BANGALORE,shadowfax,Delivered,3.0,245.84,EXTRA_LARGE,2,16,2024-03-11 13:47:00,233
ORD-000039,CUST-9056,Amazon,2025-04-26 11:26:00,Kolkata,700042,22.587,88.3958,SKU-53228,Toys,4,4.39,47265.1,WH_DELHI,xpressbees,Delivered,6.0,141.15,MEDIUM,2,60,2025-05-21 11:26:00,432
ORD-000040,CUST-1018,Website,2025-04-18 13:03:00,Chennai,600067,13.0662,80.2956,SKU-91973,Groceries,1,3.13,27505.61,WH_BANGALORE,xpressbees,Cancelled,,78.28,MEDIUM,3,15,2025-04-30 13:03:00,292
ORD-000041,CUST-1224,Website,2025-02-21 02:14:00,Mumbai,400060,19.1247,72.8948,SKU-30181,Groceries,3,7.68,13743.18,WH_CHENNAI,xpressbees,Delivered,8.0,284.61,LARGE,1,43,2025-03-18 02:14:00,392
ORD-000042,CUST-3236,Amazon,2024-10-09 13:21:00,Jaipur,302035,26.9421,75.7583,SKU-49132,Health,5,14.98,24532.54,WH_MUMBAI,xpressbees,Cancelled,,185.66,EXTRA_LARGE,2,25,2024-10-14 13:21:00,367
ORD-000043,CUST-4912,Website,2025-01-27 07:54:00,Pune,411006,18.5018,73.8573,SKU-59968,Toys,2,7.48,1946.32,WH_BANGALORE,delhivery,Cancelled,,67.86,LARGE,1,51,2025-01-29 07:54:00,219
ORD-000044,CUST-3529,Amazon,2025-04-25 08:21:00,Lucknow,226089,26.8397,80.908,SKU-53065,Automotive,4,14.32,31376.91,WH_CHENNAI,shadowfax,Delivered,10.0,52.84,EXTRA_LARGE,1,52,2025-04-23 08:21:00,232
ORD-000045,CUST-2612,Amazon,2025-03-30 05:44:00,Hyderabad,500004,17.3346,78.4896,SKU-48452,Beauty,3,6.52,12284.7,WH_CHENNAI,shadowfax,Delivered,3.0,104.03,LARGE,3,48,2025-04-07 05:44:00,264
ORD-000046,CUST-3344,Flipkart,2025-04-17 20:16:00,Ahmedabad,380033,23.0367,72.6099,SKU-70981,Sports,5,2.45,22141.76,WH_BANGALORE,shadowfax,Delivered,7.0,351.35,MEDIUM,2,17,2025-05-04 20:16:00,446
ORD-000047,CUST-8916,Amazon,2024-08-30 12:36:00,Kolkata,700074,22.5496,88.3799,SKU-12875,Toys,3,0.22,43266.73,WH_DELHI,shadowfax,Cancelled,,419.76,SMALL,1,43,2024-09-14 12:36:00,122
ORD-000048,CUST-4115,Website,2024-09-13 21:48:00,Bangalore,560081,12.9297,77.6027,SKU-15167,Sports,4,0.6,18305.94,WH_MUMBAI,delhivery,Delivered,6.0,378.79,SMALL,1,13,2024-10-10 21:48:00,458
ORD-000049,CUST-6994,Website,2025-05-28 08:53:00,Bangalore,560033,13.0114,77.6344,SKU-48684,Beauty,1,7.08,3856.51,WH_MUMBAI,xpressbees,In Transit,,63.35,LARGE,1,21,2025-06-24 08:53:00,73
ORD-000050,CUST-8451,Meesho,2024-09-25 18:24:00,Kolkata,700014,22.5875,88.3571,SKU-91205,Automotive,3,13.74,11145.44,WH_DELHI,xpressbees,Delivered,7.0,76.0,EXTRA_LARGE,1,24,2024-10-19 18:24:00,69
ORD-000051,CUST-2592,Flipkart,2024-05-18 12:29:00,Kolkata,700086,22.6149,88.3796,SKU-80804,Toys,5,11.16,7809.85,WH_CHENNAI,delhivery,Cancelled,,315.51,EXTRA_LARGE,1,49,2024-06-03 12:29:00,121
ORD-000052,CUST-8264,Shopify,2024-08-29 11:06:00,Kolkata,700070,22.6102,88.3745,SKU-17936,Toys,3,2.93,6194.89,WH_CHENNAI,delhivery,Delivered,10.0,486.12,MEDIUM,2,20,2024-08-30 11:06:00,412
ORD-000053,CUST-4362,Amazon,2024-07-31 18:13:00,Chennai,600043,13.1074,80.2989,SKU-88116,Electronics,3,12.89,7319.07,WH_MUMBAI,shadowfax,Delivered,3.0,72.76,EXTRA_LARGE,1,5,2024-08-15 18:13:00,414
ORD-000054,CUST-4898,Website,2024-11-27 00:11:00,Hyderabad,500007,17.3427,78.4521,SKU-24896,Clothing,4,6.78,18165.11,WH_DELHI,xpressbees,Delivered,10.0,40.82,LARGE,2,46,2024-11-21 00:11:00,41
ORD-000055,CUST-8847,Shopify,2025-03-12 21:06:00,Ahmedabad,380092,23.061,72.5273,SKU-20589,Beauty,5,2.31,6396.09,WH_BANGALORE,xpressbees,Delivered,8.0,262.66,MEDIUM,1,55,2025-03-12 21:06:00,446
ORD-000056,CUST-4522,Shopify,2025-04-07 07:26:00,Kolkata,700059,22.5599,88.383,SKU-50966,Toys,3,10.01,18777.0,WH_MUMBAI,xpressbees,Delivered,2.0,419.25,EXTRA_LARGE,2,11,2025-04-23 07:26:00,425
ORD-000057,CUST-3131,Website,2024-03-02 18:35:00,Jaipur,302043,26.927,75.7711,SKU-97207,Toys,1,14.53,30060.06,WH_BANGALORE,delhivery,Delivered,3.0,335.23,EXTRA_LARGE,1,27,2024-03-30 18:35:00,198
ORD-000058,CUST-2882,Meesho,2024-08-19 13:54:00,Jaipur,302080,26.9214,75.7943,SKU-13441,Health,3,0.53,13735.47,WH_BANGALORE,ecom_express,In Transit,,22.93,SMALL,3,47,2024-09-06 13:54:00,45
ORD-000059,CUST-3324,Amazon,2024-04-03 23:33:00,Chennai,600049,13.072,80.2541,SKU-58503,Sports,3,11.67,28422.49,WH_DELHI,delhivery,Delivered,3.0,382.13,EXTRA_LARGE,3,10,2024-04-13 23:33:00,236
ORD-000060,CUST-7947,Shopify,2025-03-28 13:17:00,Chennai,600097,13.0812,80.2545,SKU-24534,Sports,5,7.35,33389.58,WH_DELHI,blue_dart,Returned,,492.53,LARGE,1,18,2025-04-09 13:17:00,494
ORD-000061,CUST-4460,Flipkart,2024-09-18 09:20:00,Mumbai,400001,19.0797,72.8731,SKU-26932,Toys,5,10.58,25062.59,WH_BANGALORE,delhivery,Returned,,433.65,EXTRA_LARGE,2,6,2024-10-10 09:20:00,481
ORD-000062,CUST-2275,Meesho,2025-03-15 18:25:00,Pune,411038,18.4815,73.8121,SKU-52568,Home & Kitchen,5,6.96,34511.23,WH_BANGALORE,delhivery,Returned,,425.35,LARGE,2,42,2025-04-02 18:25:00,278
ORD-000063,CUST-2288,Shopify,2024-11-13 23:21:00,Chennai,600043,13.1079,80.2276,SKU-92998,Clothing,5,7.7,45305.45,WH_BANGALORE,ecom_express,Delivered,4.0,69.35,LARGE,1,16,2024-11-15 23:21:00,399
ORD-000064,CUST-2234,Flipkart,2025-05-20 14:48:00,Lucknow,226098,26.8579,80.9681,SKU-83989,Health,3,12.98,31397.78,WH_MUMBAI,xpressbees,Delivered,8.0,232.26,EXTRA_LARGE,2,42,2025-05-16 14:48:00,190
ORD-000065,CUST-9312,Amazon,2024-11-13 14:28:00,Delhi,110008,28.5969,77.2087,SKU-94497,Clothing,5,8.95,19285.06,WH_DELHI,xpressbees,Delivered,6.0,310.4,LARGE,1,33,2024-11-12 14:28:00,425
ORD-000066,CUST-6626,Amazon,2025-05-31 20:11:00,Delhi,110032,28.6308,77.2791,SKU-78690,Automotive,5,2.47,18704.69,WH_BANGALORE,xpressbees,Returned,,391.74,MEDIUM,3,46,2025-06-14 20:11:00,43
ORD-000067,CUST-6401,Amazon,2025-01-30 09:16:00,Lucknow,226020,26.8333,80.9583,SKU-28537,Beauty,3,14.52,34953.85,WH_CHENNAI,blue_dart,Delivered,5.0,288.28,EXTRA_LARGE,1,47,2025-02-25 09:16:00,57
ORD-000068,CUST-7937,Website,2025-01-05 00:23:00,Hyderabad,500024,17.4251,78.4442,SKU-73736,Books,2,15.0,7830.92,WH_BANGALORE,delhivery,Delivered,6.0,440.67,EXTRA_LARGE,3,29,2025-01-07 00:23:00,93
ORD-000069,CUST-3962,Website,2024-06-18 23:28:00,Delhi,110053,28.5964,77.252,SKU-68222,Health,3,11.31,39211.42,WH_MUMBAI,shadowfax,Delivered,5.0,483.49,EXTRA_LARGE,1,28,2024-07-17 23:28:00,235
ORD-000070,CUST-8564,Meesho,2025-01-26 16:33:00,Pune,411021,18.5517,73.8901,SKU-28140,Sports,1,9.65,43718.31,WH_DELHI,shadowfax,Delivered,5.0,60.26,LARGE,2,33,2025-02-20 16:33:00,85
ORD-000071,CUST-8167,Amazon,2024-08-15 14:56:00,Kolkata,700004,22.5615,88.3496,SKU-59015,Books,4,14.92,18807.52,WH_DELHI,ecom_express,Delivered,6.0,399.86,EXTRA_LARGE,1,23,2024-09-07 14:56:00,366
ORD-000072,CUST-3273,Shopify,2025-04-04 19:00:00,Mumbai,400003,19.0556,72.9135,SKU-81932,Health,5,6.41,38830.79,WH_MUMBAI,ecom_express,Delivered,1.0,134.45,LARGE,1,12,2025-04-28 19:00:00,315
ORD-000073,CUST-9782,Amazon,2025-06-11 18:15:00,Bangalore,560038,12.9629,77.6015,SKU-41531,Health,4,2.89,33443.59,WH_BANGALORE,delhivery,Delivered,7.0,439.2,MEDIUM,3,29,2025-06-27 18:15:00,139
ORD-000074,CUST-1266,Meesho,2024-03-10 11:15:00,Mumbai,400075,19.1035,72.8633,SKU-15811,Beauty,5,5.14,32175.14,WH_CHENNAI,xpressbees,Delivered,3.0,50.29,LARGE,1,23,2024-03-15 11:15:00,32
ORD-000075,CUST-4268,Amazon,2024-11-19 09:32:00,Pune,411070,18.5173,73.8137,SKU-94790,Books,3,5.42,39063.78,WH_BANGALORE,ecom_express,Delivered,6.0,229.74,LARGE,3,33,2024-12-06 09:32:00,183
ORD-000076,CUST-4060,Shopify,2025-05-24 11:59:00,Jaipur,302035,26.9401,75.8027,SKU-20345,Toys,5,14.93,9103.96,WH_BANGALORE,ecom_express,Delivered,2.0,177.4,EXTRA_LARGE,2,33,2025-06-13 11:59:00,95
ORD-000077,CUST-8272,Meesho,2025-04-02 01:46:00,Kolkata,700079,22.6198,88.3375,SKU-17518,Clothing,4,5.51,40074.49,WH_MUMBAI,delhivery,Delivered,10.0,345.48,LARGE,1,13,2025-03-30 01:46:00,130
ORD-000078,CUST-7001,Meesho,2025-01-27 18:02:00,Lucknow,226020,26.8679,80.9949,SKU-58760,Groceries,1,8.65,26519.58,WH_CHENNAI,ecom_express,Delivered,4.0,481.05,LARGE,3,16,2025-02-20 18:02:00,275
ORD-000079,CUST-7340,Website,2024-04-30 08:49:00,Hyderabad,500091,17.3746,78.5096,SKU-47431,Groceries,2,1.93,42655.88,WH_CHENNAI,blue_dart,Cancelled,,498.69,SMALL,3,27,2024-04-27 08:49:00,291
ORD-000080,CUST-9882,Meesho,2024-11-03 05:45:00,Bangalore,560047,12.9709,77.5521,SKU-36342,Home & Kitchen,2,11.88,1410.6,WH_BANGALORE,xpressbees,Delivered,10.0,444.44,EXTRA_LARGE,2,30,2024-11-26 05:45:00,279
ORD-000081,CUST-7730,Shopify,2024-03-16 04:20:00,Mumbai,400058,19.0766,72.8817,SKU-26821,Automotive,5,2.81,48316.57,WH_CHENNAI,shadowfax,Delivered,2.0,268.69,MEDIUM,1,15,2024-03-29 04:20:00,488
ORD-000082,CUST-4694,Meesho,2025-06-15 09:54:00,Mumbai,400033,19.0496,72.9256,SKU-45972,Home & Kitchen,3,9.25,4761.17,WH_MUMBAI,shadowfax,Delivered,3.0,336.19,LARGE,3,7,2025-06-09 09:54:00,51
ORD-000083,CUST-1744,Website,2024-09-28 20:13:00,Lucknow,226054,26.8618,80.903,SKU-92203,Automotive,3,9.66,15173.8,WH_MUMBAI,xpressbees,Delivered,8.0,55.03,LARGE,1,33,2024-10-17 20:13:00,257
ORD-000084,CUST-8609,Flipkart,2024-12-14 19:09:00,Kolkata,700092,22.5519,88.4088,SKU-55268,Toys,2,11.43,25797.02,WH_DELHI,ecom_express,Delivered,8.0,78.81,EXTRA_LARGE,1,14,2024-12-13 19:09:00,35
ORD-000085,CUST-5754,Shopify,2025-03-04 07:55:00,Bangalore,560042,13.0134,77.6121,SKU-34881,Home & Kitchen,4,14.94,23393.54,WH_BANGALORE,xpressbees,Delivered,2.0,473.71,EXTRA_LARGE,1,18,2025-04-03 07:55:00,190
ORD-000086,CUST-1797,Amazon,2024-10-15 15:38:00,Ahmedabad,380037,23.0237,72.6047,SKU-66482,Home & Kitchen,3,10.94,38216.22,WH_BANGALORE,delhivery,Returned,,44.56,EXTRA_LARGE,2,40,2024-10-26 15:38:00,47
ORD-000087,CUST-7329,Website,2025-04-06 17:17:00,Lucknow,226088,26.8611,80.9129,SKU-22672,Toys,3,11.94,17019.7,WH_BANGALORE,blue_dart,Delivered,10.0,264.38,EXTRA_LARGE,1,7,2025-04-07 17:17:00,375
ORD-000088,CUST-6456,Shopify,2025-06-15 14:09:00,Lucknow,226066,26.814,80.9931,SKU-51750,Home & Kitchen,4,14.86,36991.78,WH_BANGALORE,shadowfax,In Transit,,263.51,EXTRA_LARGE,3,41,2025-06-27 14:09:00,253
ORD-000089,CUST-1272,Meesho,2024-12-05 21:07:00,Pune,411075,18.5008,73.8999,SKU-92478,Electronics,5,7.17,48356.79,WH_MUMBAI,delhivery,Cancelled,,101.85,LARGE,1,57,2024-12-13 21:07:00,26
ORD-000090,CUST-2800,Flipkart,2024-01-20 14:20:00,Pune,411020,18.5113,73.8304,SKU-75774,Health,4,13.1,36818.02,WH_DELHI,blue_dart,Delivered,9.0,176.02,EXTRA_LARGE,3,29,2024-02-02 14:20:00,499
ORD-000091,CUST-3837,Shopify,2025-06-29 10:34:00,Kolkata,700087,22.5972,88.3821,SKU-94319,Sports,5,7.31,47871.09,WH_BANGALORE,shadowfax,Delivered,4.0,471.91,LARGE,2,50,2025-07-05 10:34:00,363
ORD-000092,CUST-9011,Meesho,2025-05-06 11:35:00,Hyderabad,500037,17.3422,78.4777,SKU-59767,Toys,3,14.32,40250.13,WH_BANGALORE,delhivery,Delivered,2.0,186.25,EXTRA_LARGE,3,21,2025-05-29 11:35:00,119
ORD-000093,CUST-4310,Website,2024-10-04 17:44:00,Hyderabad,500018,17.3409,78.4841,SKU-41363,Books,1,10.08,26598.5,WH_MUMBAI,delhivery,Delivered,7.0,178.54,EXTRA_LARGE,1,48,2024-10-05 17:44:00,12
ORD-000094,CUST-3587,Shopify,2025-05-02 15:41:00,Chennai,600097,13.1264,80.2521,SKU-94659,Electronics,1,9.82,11687.02,WH_DELHI,blue_dart,Returned,,443.48,LARGE,1,58,2025-05-20 15:41:00,413
ORD-000095,CUST-9116,Flipkart,2024-10-23 01:00:00,Hyderabad,500073,17.3903,78.5028,SKU-53914,Sports,4,14.84,27210.24,WH_CHENNAI,blue_dart,Cancelled,,150.96,EXTRA_LARGE,2,15,2024-11-14 01:00:00,341
ORD-000096,CUST-5215,Flipkart,2024-01-15 23:21:00,Hyderabad,500073,17.3974,78.4293,SKU-90079,Toys,4,7.78,4427.3,WH_DELHI,blue_dart,Delivered,8.0,175.33,LARGE,1,21,2024-02-01 23:21:00,130
ORD-000097,CUST-8319,Meesho,2024-12-03 09:37:00,Lucknow,226002,26.8262,80.936,SKU-40972,Electronics,1,7.03,8069.03,WH_BANGALORE,delhivery,Delivered,6.0,315.02,LARGE,1,35,2024-12-05 09:37:00,242
ORD-000098,CUST-7121,Shopify,2025-04-27 17:51:00,Chennai,600098,13.0547,80.2955,SKU-20730,Automotive,4,7.97,18152.43,WH_DELHI,delhivery,Delivered,10.0,277.6,LARGE,2,59,2025-05-23 17:51:00,236
ORD-000099,CUST-2904,Flipkart,2025-05-15 02:57:00,Jaipur,302058,26.9409,75.7753,SKU-77272,Toys,4,8.5,27983.54,WH_BANGALORE,delhivery,Returned,,142.14,LARGE,3,18,2025-06-14 02:57:00,47
ORD-000100,CUST-1742,Shopify,2024-12-18 22:04:00,Jaipur,302008,26.9535,75.7369,SKU-71875,Electronics,3,6.19,38471.47,WH_CHENNAI,ecom_express,Returned,,235.3,LARGE,2,10,2025-01-14 22:04:00,78
ORD-000101,CUST-6697,Amazon,2024-07-01 17:25:00,Jaipur,302017,26.9328,75.7523,SKU-10455,Electronics,3,7.0,35982.51,WH_CHENNAI,shadowfax,Returned,,415.21,LARGE,2,27,2024-07-03 17:25:00,151
ORD-000102,CUST-4088,Amazon,2024-02-02 21:26:00,Lucknow,226003,26.8241,80.9067,SKU-87849,Electronics,4,9.01,35193.69,WH_DELHI,blue_dart,Delivered,7.0,230.7,LARGE,1,13,2024-02-27 21:26:00,158
ORD-000103,CUST-4836,Website,2024-11-22 18:38:00,Kolkata,700031,22.5502,88.3243,SKU-96535,Automotive,2,6.26,13829.46,WH_MUMBAI,xpressbees,Cancelled,,42.5,LARGE,3,47,2024-12-09 18:38:00,412
ORD-000104,CUST-9592,Meesho,2025-03-02 13:09:00,Hyderabad,500049,17.3484,78.4638,SKU-41584,Books,3,12.88,7302.3,WH_CHENNAI,delhivery,Returned,,484.54,EXTRA_LARGE,2,20,2025-03-11 13:09:00,114
ORD-000105,CUST-6411,Amazon,2025-04-05 11:05:00,Jaipur,302093,26.9429,75.7352,SKU-59436,Health,5,0.69,3731.01,WH_MUMBAI,xpressbees,Delivered,6.0,165.53,SMALL,1,17,2025-04-05 11:05:00,392
ORD-000106,CUST-8846,Flipkart,2024-07-28 12:58:00,Chennai,600071,13.0622,80.2483,SKU-71112,Automotive,3,4.7,18045.63,WH_CHENNAI,xpressbees,Delivered,8.0,385.58,MEDIUM,1,28,2024-08-10 12:58:00,221
ORD-000107,CUST-1749,Website,2024-08-14 23:09:00,Delhi,110034,28.6153,77.2384,SKU-64732,Sports,2,3.02,11577.16,WH_MUMBAI,xpressbees,In Transit,,143.52,MEDIUM,3,46,2024-09-07 23:09:00,245
ORD-000108,CUST-3756,Meesho,2024-06-22 04:46:00,Jaipur,302063,26.8784,75.8189,SKU-94123,Electronics,5,0.6,42350.05,WH_DELHI,delhivery,Returned,,86.0,SMALL,1,50,2024-06-24 04:46:00,14
